推理,东方快车谋杀案,9.0,[英] 阿加莎·克里斯蒂,人民文学出版社,2006-5,18.00,254
推理,嫌疑人X的献身,9.0,[日]东野圭吾,南海出版公司,2014-6-1,35.00,256
推理,恶意,8.4,[日] 东野圭吾,南海出版公司,2009-6,18.00,264
推理,福尔摩斯探案全集（上中下）,9.3,[英] 阿·柯南道尔,群众出版社,1981-8,53.00,531
推理,生吞,8.1,郑执,浙江文艺出版社,2017-11-1,39.00,288
推理,白夜行,9.1,[日] 东野圭吾,南海出版公司,2008-9,29.80,467
推理,恶意,8.7,[日] 东野圭吾,南海出版公司,2016-11-1,39.50,268
推理,诡计博物馆,7.6,[日] 大山诚一郎,上海文艺出版社,2020-6,39.90,272
推理,克莱因壶,8.8,[日]冈岛二人,化学工业出版社,2019-11,48.00,320
推理,无人生还,8.6,[英] 阿加莎·克里斯蒂,新星出版社,2013-7,28.00,237
推理,无证之罪,7.2,紫金陈,浦睿文化·湖南人民出版社,2018-6,49.00,364
推理,罗杰疑案,9.2,[英] 阿加莎·克里斯蒂,新星出版社,2013-3,28.00,246
推理,13 67,9.1,陳浩基,皇冠,2014-6-9,350,496
推理,金色梦乡,8.9,[日] 伊坂幸太郎,南海出版公司,2016-11,49.50,512
推理,19年间谋杀小叙,8.2,那多,人民文学出版社,2018-7,59.00,408
推理,ZOO,8.6,[日] 乙一,当代世界出版社,2007-10,20.00,319
推理,放学后,7.6,（日）东野圭吾,南海出版公司,2010-1,20.00,215
推理,新参者,8.2,[日] 东野圭吾,南海出版公司,2016-1,39.50,264
推理,东方快车谋杀案,8.9,[英] 阿加莎·克里斯蒂,新星出版社,2013-4,26.00,256
推理,破云,8.2,淮上,江苏凤凰文艺出版社,2019-7,49.80,328
推理,绝对不在场证明,7.4,[日] 大山诚一郎,上海文艺出版社,2020-5,36.00,256
推理,扫鼠岭,8.3,呼延云,新星出版社,2020-6,58.00,500
推理,十宗罪,6.6,蜘蛛,湖南文艺出版社,2010-12,26.00,289
推理,沉默的巡游,7.3,[日] 东野圭吾,南海出版公司,2020-3,59.00,400
推理,然后，门被关上了,8.1,[日] 冈岛二人,化学工业出版社,2020-8,48.00,248
推理,绝叫,8.6,[日] 叶真中显,读创 | 北京联合出版公司,2020-7,58.00,440
推理,红手指,8.0,[日] 东野圭吾,南海出版公司,2015-1,39.50,232
推理,达·芬奇密码,8.2,[美] 丹·布朗,上海人民出版社,2004-2,28.00,432
推理,推理要在本格前,7.6,[日] 谷崎润一郎、[日] 芥川龙之介、[日] 梦野久作、[日] 江户川乱步、[日] 佐藤春夫、[日] 山本周五郎、太宰治、[日] 海野十三、[日] 坂口安吾、小酒井不木等,浙江文艺出版社,2020-4,49.80,366
推理,网内人,8.2,陈浩基,九州出版社,2019-8,62.00,520
推理,低智商犯罪,7.3,紫金陈,天津人民出版社,2020-3,48.00,336
推理,假面山庄,7.6,[日] 东野圭吾,北京十月文艺出版社,2018-1,45,240
推理,放学后,7.4,[日]东野圭吾,南海出版公司,2017-9,45,248
推理,3秒,8.8,[法] 马克-安托万·马修,湖南美术出版社,2019-5,72.00,72
推理,一桩事先张扬的凶杀案,8.7,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2013-6,25.00,144
推理,ABC谋杀案,8.4,[英] 阿加莎·克里斯蒂,新星出版社,2013-6,28.00,256
推理,首无·作祟之物,8.8,[日]三津田信三,吉林出版集团有限责任公司,2011-6,35.00,456
推理,失踪假日,7.2,[日] 乙一,浙江人民出版社,2020-8,45.00,312
推理,骑士的献祭,7.4,那多,上海文艺出版社,2020-6-8,39.00,210
推理,尼罗河上的惨案,8.6,[英] 阿加莎·克里斯蒂,新星出版社,2013-9,29.00,291
推理,占星术杀人魔法,8.4,（日）岛田庄司,新星出版社,2012-5,28.00,348
推理,喜鹊谋杀案,7.6,[英] 安东尼·霍洛维茨、Anthony Horowitz,新星出版社,2019-6,69.00,496
推理,钟表馆事件,8.4,[日] 绫辻行人,新星出版社,2016-6-14,35.00,452
推理,尼罗河上的惨案,8.7,[英] 阿加莎·克里斯蒂,人民文学出版社,2006-5,22.00,345
推理,秘密,8.0,[日] 东野圭吾,南海出版公司,2017-11,45.00,336
推理,夏天、烟火和我的尸体,7.5,[日] 乙一,南海出版公司,2019-9,45.00,192
推理,白夜行,9.0,[日] 东野圭吾,南海出版公司,2017-7,59.60,598
推理,他来了，请闭眼,7.1,丁墨,百花洲文艺出版社,2014-7-1,45.00,620
推理,祈祷落幕时,7.7,(日)东野圭吾,南海出版公司,2015-1,39.50,296
推理,圣女的救济,7.7,[日] 东野圭吾,南海出版公司,2017-1-1,45.00,312
推理,小径分岔的花园,8.9,[阿根廷] 博尔赫斯,上海译文出版社,2015-7,23.00,102
推理,斯泰尔斯庄园奇案,7.8,[英] 阿加莎·克里斯蒂,新星出版社,2013-3,28.00,201
推理,动物园,8.3,[日] 乙一,人民文学出版社,2016-8-1,49.80,368
推理,罗杰疑案,8.9,[英] 阿加莎·克里斯蒂,人民文学出版社,2006-5,21.00,306
推理,告白,8.8,[日] 凑佳苗,湖南文艺出版社,2016-4,36.80,240
推理,虚无的十字架,7.5,[日] 东野圭吾,湖南文艺出版社,2015-7,39.80,304
推理,梦幻花,7.1,[日]东野圭吾,北京联合出版公司,2019-12,46.8,328
推理,摩天大楼,7.1,陈雪,理想国 | 广西师范大学出版社,2017-1,69.00,440
推理,占星术杀人魔法,8.3,[日] 岛田庄司,新星出版社,2008-9,28.00,329
推理,遗忘者,7.5,法医秦明,北京联合出版公司,2020-7,48.00,336
推理,醉步男,8.5,[日]小林泰三,北京时代华文书局,2019-10-1,49.00,208
推理,密室收藏家,7.6,[日] 大山诚一郎,江苏凤凰文艺出版社,2017-10,36.00,232
推理,无人生还,8.7,[英] 阿加莎·克里斯蒂,新星出版社,2016-8,35.00,304
推理,鼠之夜,8.3,[日] 连城三纪彦,新星出版社,2020-6,52.00,328
推理,侯大利刑侦笔记,7.3,小桥老树,上海文艺出版社,2020-4,45.00,304
推理,假面饭店,7.1,[日]东野圭吾,南海出版公司,2016-8,39.80,294
推理,清明上河图密码,8.2,冶文彪,北京联合出版公司,2015-1-1,49.90,548
推理,帷幕,9.0,[英] 阿加莎·克里斯蒂,新星出版社,2015-2,26.00,220
推理,湖畔,7.3,[日] 东野圭吾,化学工业出版社,2016-1-1,32.00,183
推理,雪人,8.1,[挪威] 尤·奈斯博,湖南文艺出版社,2016-4,39.00,432
推理,侦探AI,7.6,[日]早坂吝,新星出版社,2020-9,45.00,252
推理,幻夜,7.5,〔日〕东野圭吾,南海出版公司,2009年9月,28.00,424
推理,尸语者,7.2,法医秦明,湖南文艺出版社,2012-10,29.80,336
推理,簪中录,7.8,侧侧轻寒,江苏凤凰文艺出版社,2015-1-1,30.00,295
推理,五只小猪,8.4,[英] 阿加莎·克里斯蒂,新星出版社,2014-10,28.00,256
推理,圣母,8.0,[日]秋吉理香子,新星出版社,2019-3,42.00,236
推理,美人为馅,7.5,丁墨,百花洲文艺出版社,2015-4,35.00,404
推理,尸人庄谜案,7.1,[日] 今村昌弘,北京联合出版公司,2019-9,48.00,328
推理,谁杀了她,7.6,(日) 东野圭吾,北京十月文艺出版社,2018-6,49.50,256
推理,新参者,8.4,[日] 东野圭吾,南海出版公司,2011-9,28.00,274
推理,悲剧人偶,7.1,[日]东野圭吾,北京十月文艺出版社,2018-8,49.50,272
推理,金色梦乡,9.0,[日] 伊坂幸太郎,译林出版社,2010-9,35.00,432
推理,第七重解答,8.6,[法]保罗·霍尔特,新星出版社,2010-1,23.00,276
推理,死了七次的男人,8.0,[日] 西泽保彦,新星出版社,2017-7,36.00,284
推理,心理罪,8.1,雷米,重庆出版社,2011-2,29.80,309
推理,人间椅子,8.2,（日）江户川乱步,新星出版社,2011-7,28.00,288
推理,剖开您是我的荣幸,7.4,[日]皆川博子,新星出版社,2020-5,58.00,392
推理,枉死城事件,7.4,时晨,新星出版社,2020-7,42.00,236
推理,玫瑰的名字,8.8,[意] 翁贝托·埃科,上海译文出版社,2020-5-1,89.00,626
推理,流星之绊,7.7,[日] 东野圭吾,南海出版公司,2010-3,28.00,324
推理,死亡通知单,8.2,周浩晖,国际文化出版公司,2009-7-1,28.80,297
推理,长安十二时辰 下,7.6,马伯庸,湖南文艺出版社,2017-1-1,39.80,310
推理,盛夏方程式,7.8,[日]东野圭吾,南海出版公司,2018-11,59.00,400
推理,时生,7.6,东野圭吾,南海出版公司,2015-7-1,39.50,312
推理,流星之绊,8.0,[日]东野圭吾,南海出版公司,2016-6,45.00,360
推理,设局,8.0,紫金陈,贵州人民出版社,2014-5-1,28.00,248
推理,怜悯恶魔,7.4,[日] 西泽保彦,新星出版社,2020-6,48.00,298
推理,希腊棺材之谜,8.4,[美] 埃勒里·奎因,新星出版社,2008-6,30.00,383
推理,默读.3,8.5,Priest,北京联合出版公司,2018-8,48.00,320
推理,三口棺材,8.0,[美]约翰·迪克森·卡尔,新星出版社,2019-3,49.00,284
推理,阳光下的罪恶,8.1,[英] 阿加莎·克里斯蒂,新星出版社,2014-8,28.00,228
推理,写字楼的奇想日志,7.9,孙沁文,人民文学出版社,2020-7,49,228
推理,拉普拉斯的魔女,6.8,[日] 东野圭吾,北京联合出版公司,2017-1,39.80,368
推理,长长的回廊,7.2,[日] 东野圭吾,南海出版公司,2020-10,59.00,240
推理,告白,8.5,[日]凑佳苗、湊かなえ,哈尔滨出版社,2010年6月,26.00,181
推理,时生,7.6,[日]东野圭吾,南海出版公司,2010-1,25.00,296
推理,日蚀,8.7,[美] 斯蒂芬·金,湖南文艺出版社,2020-7-1,49.80,320
推理,我杀了他,7.5,[日]东野圭吾,南海出版公司,2019-5,55.00,304
推理,鼻,7.9,[日] 曾根圭介,北京时代华文书局,2020-8,45.00,200
推理,高智商犯罪,7.3,紫金陈,同心出版社,2013-8,29.80,246
文学,小王子,9.0,[法] 圣埃克苏佩里,人民文学出版社,2003-8,22.00,97
文学,你当像鸟飞往你的山,8.8,[美] 塔拉·韦斯特弗,南海出版公司,2019-10-20,59.00,388
文学,红楼梦,9.6,[清] 曹雪芹 著、高鹗 续,人民文学出版社,1996-12,59.70,1606
文学,百年孤独,9.2,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2011-6,39.50,360
文学,房思琪的初恋乐园,9.2,林奕含,北京联合出版公司,2018-1,45.00,272
